bacteria;temperatura_°C;medio;replica;tiempo_h;Crecimiento normalizado
E. coli K-12;30;limitado;10;3,63636;0,74029
E. coli K-12;30;limitado;10;3,75758;0,70664
E. coli K-12;30;limitado;10;3,87879;0,77254
E. coli K-12;30;limitado;10;4;0,78417
E. coli K-12;30;limitado;10;4,12121;0,79743
E. coli K-12;30;limitado;10;4,24242;0,8333
E. coli K-12;30;limitado;10;4,36364;0,84518
E. coli K-12;30;limitado;10;4,48485;0,86232
E. coli K-12;30;limitado;10;4,60606;0,86983
E. coli K-12;30;limitado;10;4,72727;0,82573
E. coli K-12;30;limitado;10;4,84848;0,91743
E. coli K-12;30;limitado;10;4,9697;0,87934
E. coli K-12;30;limitado;10;5,09091;0,86829
E. coli K-12;30;limitado;10;5,21212;0,851
E. coli K-12;30;limitado;10;5,33333;0,83334
E. coli K-12;30;limitado;10;5,45455;0,92004
E. coli K-12;30;limitado;10;5,57576;0,88392
E. coli K-12;30;limitado;10;5,69697;0,94117
E. coli K-12;30;limitado;10;5,81818;0,88745
E. coli K-12;30;limitado;10;5,93939;0,88724
E. coli K-12;30;limitado;10;6,06061;0,90609
E. coli K-12;30;limitado;10;6,18182;0,92412
E. coli K-12;30;limitado;10;6,30303;0,93078
E. coli K-12;30;limitado;10;6,42424;0,90126
E. coli K-12;30;limitado;10;6,54545;0,9144
E. coli K-12;30;limitado;10;6,66667;0,94196
E. coli K-12;30;limitado;10;6,78788;0,88912
E. coli K-12;30;limitado;10;6,90909;0,931
E. coli K-12;30;limitado;10;7,0303;0,91624
E. coli K-12;30;limitado;10;7,15152;0,91606
E. coli K-12;30;limitado;10;7,27273;0,88476
E. coli K-12;30;limitado;10;7,39394;0,89535
E. coli K-12;30;limitado;10;7,51515;0,89628
E. coli K-12;30;limitado;10;7,63636;0,88687
E. coli K-12;30;limitado;10;7,75758;0,88866
E. coli K-12;30;limitado;10;7,87879;0,93668
E. coli K-12;30;limitado;10;8;0,9267
E. coli K-12;30;limitado;10;8,12121;0,89226
E. coli K-12;30;limitado;10;8,24242;0,95292
E. coli K-12;30;limitado;10;8,36364;0,94456
E. coli K-12;30;limitado;10;8,48485;0,93752
E. coli K-12;30;limitado;10;8,60606;0,93351
E. coli K-12;30;limitado;10;8,72727;0,92002
E. coli K-12;30;limitado;10;8,84848;0,91807
E. coli K-12;30;limitado;10;8,9697;0,91531
E. coli K-12;30;limitado;10;9,09091;0,87282
E. coli K-12;30;limitado;10;9,21212;0,94303
E. coli K-12;30;limitado;10;9,33333;0,90833
E. coli K-12;30;limitado;10;9,45455;0,9016
E. coli K-12;30;limitado;10;9,57576;0,92427
E. coli K-12;30;limitado;10;9,69697;0,93289
E. coli K-12;30;limitado;10;9,81818;0,91253
E. coli K-12;30;limitado;10;9,93939;0,90961
E. coli K-12;30;limitado;10;10,06061;0,9028
E. coli K-12;30;limitado;10;10,18182;0,91596
E. coli K-12;30;limitado;10;10,30303;0,96287
E. coli K-12;30;limitado;10;10,42424;0,87928
E. coli K-12;30;limitado;10;10,54545;0,97544
E. coli K-12;30;limitado;10;10,66667;0,91384
E. coli K-12;30;limitado;10;10,78788;0,89241
E. coli K-12;30;limitado;10;10,90909;0,92254
E. coli K-12;30;limitado;10;11,0303;0,8785
E. coli K-12;30;limitado;10;11,15152;0,90888
E. coli K-12;30;limitado;10;11,27273;0,94113
E. coli K-12;30;limitado;10;11,39394;0,88729
E. coli K-12;30;limitado;10;11,51515;0,92062
E. coli K-12;30;limitado;10;11,63636;0,87904
E. coli K-12;30;limitado;10;11,75758;0,91979
E. coli K-12;30;limitado;10;11,87879;0,85115
E. coli K-12;30;limitado;10;12;0,93796
E. coli K-12;30;rico;1;0;0,02899
E. coli K-12;30;rico;1;0,12121;0
E. coli K-12;30;rico;1;0,24242;0,02113
E. coli K-12;30;rico;1;0,36364;0
E. coli K-12;30;rico;1;0,48485;0,00172
E. coli K-12;30;rico;1;0,60606;0
E. coli K-12;30;rico;1;0,72727;0,00124
E. coli K-12;30;rico;1;0,84848;0,0151
E. coli K-12;30;rico;1;0,9697;0,01304
E. coli K-12;30;rico;1;1,09091;0,01238
E. coli K-12;30;rico;1;1,21212;0,01708
E. coli K-12;30;rico;1;1,33333;0,06538
E. coli K-12;30;rico;1;1,45455;0,10594
E. coli K-12;30;rico;1;1,57576;0,14827
E. coli K-12;30;rico;1;1,69697;0,20152
E. coli K-12;30;rico;1;1,81818;0,25618
E. coli K-12;30;rico;1;1,93939;0,31009
E. coli K-12;30;rico;1;2,06061;0,39681
E. coli K-12;30;rico;1;2,18182;0,46661
E. coli K-12;30;rico;1;2,30303;0,53002
E. coli K-12;30;rico;1;2,42424;0,6018
E. coli K-12;30;rico;1;2,54545;0,65513
E. coli K-12;30;rico;1;2,66667;0,70102
E. coli K-12;30;rico;1;2,78788;0,76277
E. coli K-12;30;rico;1;2,90909;0,79374
E. coli K-12;30;rico;1;3,0303;0,80135
E. coli K-12;30;rico;1;3,15152;0,83338
E. coli K-12;30;rico;1;3,27273;0,88644
E. coli K-12;30;rico;1;3,39394;0,88552
E. coli K-12;30;rico;1;3,51515;0,95029
E. coli K-12;30;rico;1;3,63636;0,90698
E. coli K-12;30;rico;1;3,75758;0,92913
E. coli K-12;30;rico;1;3,87879;0,99306
E. coli K-12;30;rico;1;4;0,97362
E. coli K-12;30;rico;1;4,12121;0,991
E. coli K-12;30;rico;1;4,24242;1,0034
E. coli K-12;30;rico;1;4,36364;0,98816
E. coli K-12;30;rico;1;4,48485;0,99913
E. coli K-12;30;rico;1;4,60606;1,03185
E. coli K-12;30;rico;1;4,72727;0,98193
E. coli K-12;30;rico;1;4,84848;0,97904
E. coli K-12;30;rico;1;4,9697;1,01188
E. coli K-12;30;rico;1;5,09091;1,0029
E. coli K-12;30;rico;1;5,21212;0,99114
E. coli K-12;30;rico;1;5,33333;1,06544
E. coli K-12;30;rico;1;5,45455;1,01164
E. coli K-12;30;rico;1;5,57576;0,98747
E. coli K-12;30;rico;1;5,69697;1,0123
E. coli K-12;30;rico;1;5,81818;1,03425
E. coli K-12;30;rico;1;5,93939;1,01739
E. coli K-12;30;rico;1;6,06061;0,97399
E. coli K-12;30;rico;1;6,18182;1,02485
E. coli K-12;30;rico;1;6,30303;0,98716
E. coli K-12;30;rico;1;6,42424;0,99759
E. coli K-12;30;rico;1;6,54545;1,03439
E. coli K-12;30;rico;1;6,66667;1,05355
E. coli K-12;30;rico;1;6,78788;1,06167
E. coli K-12;30;rico;1;6,90909;1,00773
E. coli K-12;30;rico;1;7,0303;1,0146
E. coli K-12;30;rico;1;7,15152;1,01386
E. coli K-12;30;rico;1;7,27273;1,08145
E. coli K-12;30;rico;1;7,39394;1,01584
E. coli K-12;30;rico;1;7,51515;1,0233
E. coli K-12;30;rico;1;7,63636;1,01964
E. coli K-12;30;rico;1;7,75758;0,98523
E. coli K-12;30;rico;1;7,87879;0,97799
E. coli K-12;30;rico;1;8;1,04806
E. coli K-12;30;rico;1;8,12121;1,00583
E. coli K-12;30;rico;1;8,24242;1,0079
E. coli K-12;30;rico;1;8,36364;1,00236
E. coli K-12;30;rico;1;8,48485;1,02697
E. coli K-12;30;rico;1;8,60606;1,02558
E. coli K-12;30;rico;1;8,72727;1,00609
E. coli K-12;30;rico;1;8,84848;1,02918
E. coli K-12;30;rico;1;8,9697;1,06242
E. coli K-12;30;rico;1;9,09091;1,08093
E. coli K-12;30;rico;1;9,21212;1,04449
E. coli K-12;30;rico;1;9,33333;1,01041
E. coli K-12;30;rico;1;9,45455;1,05439
E. coli K-12;30;rico;1;9,57576;1,0384
E. coli K-12;30;rico;1;9,69697;1,00536
E. coli K-12;30;rico;1;9,81818;1,00015
E. coli K-12;30;rico;1;9,93939;1,015
E. coli K-12;30;rico;1;10,06061;1,04334
E. coli K-12;30;rico;1;10,18182;1,03209
E. coli K-12;30;rico;1;10,30303;0,96656
E. coli K-12;30;rico;1;10,42424;1,04541
E. coli K-12;30;rico;1;10,54545;1,00409
E. coli K-12;30;rico;1;10,66667;1,01996
E. coli K-12;30;rico;1;10,78788;1,02339
E. coli K-12;30;rico;1;10,90909;1,04013
E. coli K-12;30;rico;1;11,0303;0,99297
E. coli K-12;30;rico;1;11,15152;0,98529
E. coli K-12;30;rico;1;11,27273;1,01513
E. coli K-12;30;rico;1;11,39394;1,0016
E. coli K-12;30;rico;1;11,51515;1,03294
E. coli K-12;30;rico;1;11,63636;1,02358
E. coli K-12;30;rico;1;11,75758;1,05089
E. coli K-12;30;rico;1;11,87879;1,01226
E. coli K-12;30;rico;1;12;1,02669
E. coli K-12;30;rico;2;0;0,04744
E. coli K-12;30;rico;2;0,12121;0,00795
E. coli K-12;30;rico;2;0,24242;0,0181
E. coli K-12;30;rico;2;0,36364;0,00753
E. coli K-12;30;rico;2;0,48485;0,00938
E. coli K-12;30;rico;2;0,60606;0,00438
E. coli K-12;30;rico;2;0,72727;0
E. coli K-12;30;rico;2;0,84848;0,00212
E. coli K-12;30;rico;2;0,9697;0
E. coli K-12;30;rico;2;1,09091;0,03212
E. coli K-12;30;rico;2;1,21212;0,01193
E. coli K-12;30;rico;2;1,33333;0,04945
E. coli K-12;30;rico;2;1,45455;0,09347
E. coli K-12;30;rico;2;1,57576;0,14458
E. coli K-12;30;rico;2;1,69697;0,22816
E. coli K-12;30;rico;2;1,81818;0,26097
E. coli K-12;30;rico;2;1,93939;0,35252
E. coli K-12;30;rico;2;2,06061;0,42176
E. coli K-12;30;rico;2;2,18182;0,5258
E. coli K-12;30;rico;2;2,30303;0,5647
E. coli K-12;30;rico;2;2,42424;0,65454
E. coli K-12;30;rico;2;2,54545;0,68257
E. coli K-12;30;rico;2;2,66667;0,75928
E. coli K-12;30;rico;2;2,78788;0,81032
E. coli K-12;30;rico;2;2,90909;0,85986
E. coli K-12;30;rico;2;3,0303;0,88716
E. coli K-12;30;rico;2;3,15152;0,92009
E. coli K-12;30;rico;2;3,27273;0,91451
E. coli K-12;30;rico;2;3,39394;0,96518
E. coli K-12;30;rico;2;3,51515;1,00462
E. coli K-12;30;rico;2;3,63636;0,99037
E. coli K-12;30;rico;2;3,75758;1,01975
E. coli K-12;30;rico;2;3,87879;1,02577
E. coli K-12;30;rico;2;4;1,01383
E. coli K-12;30;rico;2;4,12121;1,03004
E. coli K-12;30;rico;2;4,24242;1,06605
E. coli K-12;30;rico;2;4,36364;1,03204
E. coli K-12;30;rico;2;4,48485;1,06426
E. coli K-12;30;rico;2;4,60606;0,98714
E. coli K-12;30;rico;2;4,72727;1,01738
E. coli K-12;30;rico;2;4,84848;0,9842
E. coli K-12;30;rico;2;4,9697;1,06172
E. coli K-12;30;rico;2;5,09091;1,09215
E. coli K-12;30;rico;2;5,21212;1,03253
E. coli K-12;30;rico;2;5,33333;1,0443
E. coli K-12;30;rico;2;5,45455;1,04923
E. coli K-12;30;rico;2;5,57576;1,03496
E. coli K-12;30;rico;2;5,69697;1,04222
E. coli K-12;30;rico;2;5,81818;1,02239
E. coli K-12;30;rico;2;5,93939;1,01263
E. coli K-12;30;rico;2;6,06061;1,03725
E. coli K-12;30;rico;2;6,18182;0,9984
E. coli K-12;30;rico;2;6,30303;1,02637
E. coli K-12;30;rico;2;6,42424;1,02828
E. coli K-12;30;rico;2;6,54545;1,05144
E. coli K-12;30;rico;2;6,66667;1,02909
E. coli K-12;30;rico;2;6,78788;1,04602
E. coli K-12;30;rico;2;6,90909;1,04483
E. coli K-12;30;rico;2;7,0303;1,02969
E. coli K-12;30;rico;2;7,15152;1,04727
E. coli K-12;30;rico;2;7,27273;1,04946
E. coli K-12;30;rico;2;7,39394;1,03065
E. coli K-12;30;rico;2;7,51515;1,03334
E. coli K-12;30;rico;2;7,63636;1,05927
E. coli K-12;30;rico;2;7,75758;1,04077
E. coli K-12;30;rico;2;7,87879;1,05787
E. coli K-12;30;rico;2;8;1,05144
E. coli K-12;30;rico;2;8,12121;1,05419
E. coli K-12;30;rico;2;8,24242;1,04605
E. coli K-12;30;rico;2;8,36364;1,01388
E. coli K-12;30;rico;2;8,48485;1,07164
E. coli K-12;30;rico;2;8,60606;1,00495
E. coli K-12;30;rico;2;8,72727;1,05288
E. coli K-12;30;rico;2;8,84848;1,0503
E. coli K-12;30;rico;2;8,9697;1,04665
E. coli K-12;30;rico;2;9,09091;1,03857
E. coli K-12;30;rico;2;9,21212;1,05987
E. coli K-12;30;rico;2;9,33333;1,00578
E. coli K-12;30;rico;2;9,45455;1,05053
E. coli K-12;30;rico;2;9,57576;1,02011
E. coli K-12;30;rico;2;9,69697;1,05615
E. coli K-12;30;rico;2;9,81818;1,04175
E. coli K-12;30;rico;2;9,93939;1,08004
E. coli K-12;30;rico;2;10,06061;1,06461
E. coli K-12;30;rico;2;10,18182;1,01009
E. coli K-12;30;rico;2;10,30303;1,03035
E. coli K-12;30;rico;2;10,42424;1,06638
E. coli K-12;30;rico;2;10,54545;1,08137
E. coli K-12;30;rico;2;10,66667;1,03263
E. coli K-12;30;rico;2;10,78788;1,07236
E. coli K-12;30;rico;2;10,90909;1,08221
E. coli K-12;30;rico;2;11,0303;1,06541
E. coli K-12;30;rico;2;11,15152;0,9939
E. coli K-12;30;rico;2;11,27273;1,02313
E. coli K-12;30;rico;2;11,39394;1,02774
E. coli K-12;30;rico;2;11,51515;1,02387
E. coli K-12;30;rico;2;11,63636;1,05816
E. coli K-12;30;rico;2;11,75758;1,05861
E. coli K-12;30;rico;2;11,87879;1,06988
E. coli K-12;30;rico;2;12;1,08311
E. coli K-12;30;rico;3;0;0,0217
E. coli K-12;30;rico;3;0,12121;0
E. coli K-12;30;rico;3;0,24242;0,00486
E. coli K-12;30;rico;3;0,36364;0
E. coli K-12;30;rico;3;0,48485;0,00793
E. coli K-12;30;rico;3;0,60606;0,00048
E. coli K-12;30;rico;3;0,72727;0,0023
E. coli K-12;30;rico;3;0,84848;0,02454
E. coli K-12;30;rico;3;0,9697;0,03785
E. coli K-12;30;rico;3;1,09091;0,07331
E. coli K-12;30;rico;3;1,21212;0,09625
E. coli K-12;30;rico;3;1,33333;0,17703
E. coli K-12;30;rico;3;1,45455;0,26277
E. coli K-12;30;rico;3;1,57576;0,33383
E. coli K-12;30;rico;3;1,69697;0,41083
E. coli K-12;30;rico;3;1,81818;0,48645
E. coli K-12;30;rico;3;1,93939;0,54223
E. coli K-12;30;rico;3;2,06061;0,61248
E. coli K-12;30;rico;3;2,18182;0,59427
E. coli K-12;30;rico;3;2,30303;0,64681
E. coli K-12;30;rico;3;2,42424;0,66583
E. coli K-12;30;rico;3;2,54545;0,67564
E. coli K-12;30;rico;3;2,66667;0,70055
E. coli K-12;30;rico;3;2,78788;0,71583
E. coli K-12;30;rico;3;2,90909;0,70977
E. coli K-12;30;rico;3;3,0303;0,71857
E. coli K-12;30;rico;3;3,15152;0,74962
E. coli K-12;30;rico;3;3,27273;0,72214
E. coli K-12;30;rico;3;3,39394;0,7135
E. coli K-12;30;rico;3;3,51515;0,71661
E. coli K-12;30;rico;3;3,63636;0,74515
E. coli K-12;30;rico;3;3,75758;0,71313
E. coli K-12;30;rico;3;3,87879;0,74294
E. coli K-12;30;rico;3;4;0,71074
E. coli K-12;30;rico;3;4,12121;0,74915
E. coli K-12;30;rico;3;4,24242;0,73095
E. coli K-12;30;rico;3;4,36364;0,75144
E. coli K-12;30;rico;3;4,48485;0,75285
E. coli K-12;30;rico;3;4,60606;0,75065
E. coli K-12;30;rico;3;4,72727;0,74708
E. coli K-12;30;rico;3;4,84848;0,70204
E. coli K-12;30;rico;3;4,9697;0,72309
E. coli K-12;30;rico;3;5,09091;0,68971
E. coli K-12;30;rico;3;5,21212;0,7576
E. coli K-12;30;rico;3;5,33333;0,7457
E. coli K-12;30;rico;3;5,45455;0,73833
E. coli K-12;30;rico;3;5,57576;0,71733
E. coli K-12;30;rico;3;5,69697;0,71528
E. coli K-12;30;rico;3;5,81818;0,72404
E. coli K-12;30;rico;3;5,93939;0,71459
E. coli K-12;30;rico;3;6,06061;0,76064
E. coli K-12;30;rico;3;6,18182;0,74727
E. coli K-12;30;rico;3;6,30303;0,75038
E. coli K-12;30;rico;3;6,42424;0,72668
E. coli K-12;30;rico;3;6,54545;0,73055
E. coli K-12;30;rico;3;6,66667;0,75659
E. coli K-12;30;rico;3;6,78788;0,7391
E. coli K-12;30;rico;3;6,90909;0,75069
E. coli K-12;30;rico;3;7,0303;0,7348
E. coli K-12;30;rico;3;7,15152;0,72261
E. coli K-12;30;rico;3;7,27273;0,7721
E. coli K-12;30;rico;3;7,39394;0,73761
E. coli K-12;30;rico;3;7,51515;0,73112
E. coli K-12;30;rico;3;7,63636;0,77275
E. coli K-12;30;rico;3;7,75758;0,75707
E. coli K-12;30;rico;3;7,87879;0,73093
E. coli K-12;30;rico;3;8;0,71178
E. coli K-12;30;rico;3;8,12121;0,69092
E. coli K-12;30;rico;3;8,24242;0,73611
E. coli K-12;30;rico;3;8,36364;0,74251
E. coli K-12;30;rico;3;8,48485;0,71576
E. coli K-12;30;rico;3;8,60606;0,77209
E. coli K-12;30;rico;3;8,72727;0,72935
E. coli K-12;30;rico;3;8,84848;0,72622
E. coli K-12;30;rico;3;8,9697;0,70641
E. coli K-12;30;rico;3;9,09091;0,71476
E. coli K-12;30;rico;3;9,21212;0,72966
E. coli K-12;30;rico;3;9,33333;0,70565
E. coli K-12;30;rico;3;9,45455;0,7373
E. coli K-12;30;rico;3;9,57576;0,72269
E. coli K-12;30;rico;3;9,69697;0,73531
E. coli K-12;30;rico;3;9,81818;0,74344
E. coli K-12;30;rico;3;9,93939;0,69594
E. coli K-12;30;rico;3;10,06061;0,74591
E. coli K-12;30;rico;3;10,18182;0,70515
E. coli K-12;30;rico;3;10,30303;0,7612
E. coli K-12;30;rico;3;10,42424;0,72301
E. coli K-12;30;rico;3;10,54545;0,70996
E. coli K-12;30;rico;3;10,66667;0,71378
E. coli K-12;30;rico;3;10,78788;0,72451
E. coli K-12;30;rico;3;10,90909;0,75064
E. coli K-12;30;rico;3;11,0303;0,73656
E. coli K-12;30;rico;3;11,15152;0,72831
E. coli K-12;30;rico;3;11,27273;0,74275
E. coli K-12;30;rico;3;11,39394;0,76299
E. coli K-12;30;rico;3;11,51515;0,7452
E. coli K-12;30;rico;3;11,63636;0,73949
E. coli K-12;30;rico;3;11,75758;0,77182
E. coli K-12;30;rico;3;11,87879;0,72987
E. coli K-12;30;rico;3;12;0,73187
E. coli K-12;30;rico;4;0;0,02193
E. coli K-12;30;rico;4;0,12121;0,0051
E. coli K-12;30;rico;4;0,24242;0,00587
E. coli K-12;30;rico;4;0,36364;0
E. coli K-12;30;rico;4;0,48485;0,02106
E. coli K-12;30;rico;4;0,60606;0,00683
E. coli K-12;30;rico;4;0,72727;0,01627
E. coli K-12;30;rico;4;0,84848;0,01957
E. coli K-12;30;rico;4;0,9697;0,00784
E. coli K-12;30;rico;4;1,09091;0,05096
E. coli K-12;30;rico;4;1,21212;0,07719
E. coli K-12;30;rico;4;1,33333;0,13727
E. coli K-12;30;rico;4;1,45455;0,18908
E. coli K-12;30;rico;4;1,57576;0,27634
E. coli K-12;30;rico;4;1,69697;0,34474
E. coli K-12;30;rico;4;1,81818;0,43017
E. coli K-12;30;rico;4;1,93939;0,50252
E. coli K-12;30;rico;4;2,06061;0,5917
E. coli K-12;30;rico;4;2,18182;0,63114
E. coli K-12;30;rico;4;2,30303;0,68584
E. coli K-12;30;rico;4;2,42424;0,75338
E. coli K-12;30;rico;4;2,54545;0,7718
E. coli K-12;30;rico;4;2,66667;0,82747
E. coli K-12;30;rico;4;2,78788;0,87099
E. coli K-12;30;rico;4;2,90909;0,88954
E. coli K-12;30;rico;4;3,0303;0,93547
E. coli K-12;30;rico;4;3,15152;0,96668
E. coli K-12;30;rico;4;3,27273;0,92846
E. coli K-12;30;rico;4;3,39394;0,97148
E. coli K-12;30;rico;4;3,51515;0,99059
E. coli K-12;30;rico;4;3,63636;1,04213
E. coli K-12;30;rico;4;3,75758;0,99488
E. coli K-12;30;rico;4;3,87879;0,97547
E. coli K-12;30;rico;4;4;1,02435
E. coli K-12;30;rico;4;4,12121;0,97332
E. coli K-12;30;rico;4;4,24242;0,98971
E. coli K-12;30;rico;4;4,36364;0,98583
E. coli K-12;30;rico;4;4,48485;1,04054
E. coli K-12;30;rico;4;4,60606;1,05241
E. coli K-12;30;rico;4;4,72727;1,01945
E. coli K-12;30;rico;4;4,84848;1,0429
E. coli K-12;30;rico;4;4,9697;1,02737
E. coli K-12;30;rico;4;5,09091;0,99684
E. coli K-12;30;rico;4;5,21212;1,02556
E. coli K-12;30;rico;4;5,33333;1,01992
E. coli K-12;30;rico;4;5,45455;1,03878
E. coli K-12;30;rico;4;5,57576;1,05986
E. coli K-12;30;rico;4;5,69697;1,03798
E. coli K-12;30;rico;4;5,81818;1,02246
E. coli K-12;30;rico;4;5,93939;1,0324
E. coli K-12;30;rico;4;6,06061;1,04872
E. coli K-12;30;rico;4;6,18182;1,0333
E. coli K-12;30;rico;4;6,30303;1,04068
E. coli K-12;30;rico;4;6,42424;1,01088
E. coli K-12;30;rico;4;6,54545;1,00263
E. coli K-12;30;rico;4;6,66667;1,068
E. coli K-12;30;rico;4;6,78788;1,03165
E. coli K-12;30;rico;4;6,90909;0,99798
E. coli K-12;30;rico;4;7,0303;1,05131
E. coli K-12;30;rico;4;7,15152;1,01798
E. coli K-12;30;rico;4;7,27273;1,01195
E. coli K-12;30;rico;4;7,39394;1,0135
E. coli K-12;30;rico;4;7,51515;1,01081
E. coli K-12;30;rico;4;7,63636;1,03446
E. coli K-12;30;rico;4;7,75758;0,9899
E. coli K-12;30;rico;4;7,87879;1,04578
E. coli K-12;30;rico;4;8;1,03076
E. coli K-12;30;rico;4;8,12121;1,04467
E. coli K-12;30;rico;4;8,24242;1,01763
E. coli K-12;30;rico;4;8,36364;1,03502
E. coli K-12;30;rico;4;8,48485;1,01687
E. coli K-12;30;rico;4;8,60606;1,04132
E. coli K-12;30;rico;4;8,72727;1,05631
E. coli K-12;30;rico;4;8,84848;1,03939
E. coli K-12;30;rico;4;8,9697;1,01513
E. coli K-12;30;rico;4;9,09091;1,02076
E. coli K-12;30;rico;4;9,21212;1,03576
E. coli K-12;30;rico;4;9,33333;1,0489
E. coli K-12;30;rico;4;9,45455;1,02739
E. coli K-12;30;rico;4;9,57576;1,01548
E. coli K-12;30;rico;4;9,69697;1,0521
E. coli K-12;30;rico;4;9,81818;1,04409
E. coli K-12;30;rico;4;9,93939;1,03531
E. coli K-12;30;rico;4;10,06061;1,06494
E. coli K-12;30;rico;4;10,18182;0,98974
E. coli K-12;30;rico;4;10,30303;1,00821
E. coli K-12;30;rico;4;10,42424;1,00765
E. coli K-12;30;rico;4;10,54545;1,04566
E. coli K-12;30;rico;4;10,66667;1,01968
E. coli K-12;30;rico;4;10,78788;1,04222
E. coli K-12;30;rico;4;10,90909;1,06667
E. coli K-12;30;rico;4;11,0303;1,02955
E. coli K-12;30;rico;4;11,15152;1,00084
E. coli K-12;30;rico;4;11,27273;1,02279
E. coli K-12;30;rico;4;11,39394;1,02083
E. coli K-12;30;rico;4;11,51515;0,99194
E. coli K-12;30;rico;4;11,63636;0,98832
E. coli K-12;30;rico;4;11,75758;1,08107
E. coli K-12;30;rico;4;11,87879;1,04937
E. coli K-12;30;rico;4;12;1,03102
E. coli K-12;30;rico;5;0;0,03891
E. coli K-12;30;rico;5;0,12121;0,00185
E. coli K-12;30;rico;5;0,24242;0
E. coli K-12;30;rico;5;0,36364;0,00354
E. coli K-12;30;rico;5;0,48485;0,00551
E. coli K-12;30;rico;5;0,60606;0,00417
E. coli K-12;30;rico;5;0,72727;0,01901
E. coli K-12;30;rico;5;0,84848;0,02336
E. coli K-12;30;rico;5;0,9697;0,02725
E. coli K-12;30;rico;5;1,09091;0,04357
E. coli K-12;30;rico;5;1,21212;0,08443
E. coli K-12;30;rico;5;1,33333;0,13162
E. coli K-12;30;rico;5;1,45455;0,1737
E. coli K-12;30;rico;5;1,57576;0,26874
E. coli K-12;30;rico;5;1,69697;0,32655
E. coli K-12;30;rico;5;1,81818;0,42289
E. coli K-12;30;rico;5;1,93939;0,47998
E. coli K-12;30;rico;5;2,06061;0,57605
E. coli K-12;30;rico;5;2,18182;0,57758
E. coli K-12;30;rico;5;2,30303;0,6788
E. coli K-12;30;rico;5;2,42424;0,73595
E. coli K-12;30;rico;5;2,54545;0,7627
E. coli K-12;30;rico;5;2,66667;0,82228
E. coli K-12;30;rico;5;2,78788;0,87163
E. coli K-12;30;rico;5;2,90909;0,83113
E. coli K-12;30;rico;5;3,0303;0,89621
E. coli K-12;30;rico;5;3,15152;0,91495
E. coli K-12;30;rico;5;3,27273;0,88116
E. coli K-12;30;rico;5;3,39394;0,90446
E. coli K-12;30;rico;5;3,51515;0,9019
E. coli K-12;30;rico;5;3,63636;0,94019
E. coli K-12;30;rico;5;3,75758;0,95288
E. coli K-12;30;rico;5;3,87879;0,90751
E. coli K-12;30;rico;5;4;0,95034
E. coli K-12;30;rico;5;4,12121;0,96193
E. coli K-12;30;rico;5;4,24242;0,91622
E. coli K-12;30;rico;5;4,36364;0,95915
E. coli K-12;30;rico;5;4,48485;0,94448
E. coli K-12;30;rico;5;4,60606;0,97347
E. coli K-12;30;rico;5;4,72727;0,99277
E. coli K-12;30;rico;5;4,84848;0,95246
E. coli K-12;30;rico;5;4,9697;0,96299
E. coli K-12;30;rico;5;5,09091;0,95223
E. coli K-12;30;rico;5;5,21212;0,95994
E. coli K-12;30;rico;5;5,33333;0,99097
E. coli K-12;30;rico;5;5,45455;0,90233
E. coli K-12;30;rico;5;5,57576;0,94743
E. coli K-12;30;rico;5;5,69697;0,93792
E. coli K-12;30;rico;5;5,81818;0,92493
E. coli K-12;30;rico;5;5,93939;0,97114
E. coli K-12;30;rico;5;6,06061;0,95588
E. coli K-12;30;rico;5;6,18182;0,97636
E. coli K-12;30;rico;5;6,30303;0,98019
E. coli K-12;30;rico;5;6,42424;0,93717
E. coli K-12;30;rico;5;6,54545;0,97676
E. coli K-12;30;rico;5;6,66667;0,94852
E. coli K-12;30;rico;5;6,78788;0,97588
E. coli K-12;30;rico;5;6,90909;0,97141
E. coli K-12;30;rico;5;7,0303;0,94884
E. coli K-12;30;rico;5;7,15152;0,95454
E. coli K-12;30;rico;5;7,27273;0,99028
E. coli K-12;30;rico;5;7,39394;0,96638
E. coli K-12;30;rico;5;7,51515;0,94853
E. coli K-12;30;rico;5;7,63636;1,00317
E. coli K-12;30;rico;5;7,75758;0,94959
E. coli K-12;30;rico;5;7,87879;0,95964
E. coli K-12;30;rico;5;8;0,95327
E. coli K-12;30;rico;5;8,12121;0,93313
E. coli K-12;30;rico;5;8,24242;0,88217
E. coli K-12;30;rico;5;8,36364;0,94579
E. coli K-12;30;rico;5;8,48485;0,94589
E. coli K-12;30;rico;5;8,60606;0,94899
E. coli K-12;30;rico;5;8,72727;0,95918
E. coli K-12;30;rico;5;8,84848;0,93683
E. coli K-12;30;rico;5;8,9697;0,96105
E. coli K-12;30;rico;5;9,09091;0,9315
E. coli K-12;30;rico;5;9,21212;0,96258
E. coli K-12;30;rico;5;9,33333;0,93074
E. coli K-12;30;rico;5;9,45455;0,95838
E. coli K-12;30;rico;5;9,57576;0,97935
E. coli K-12;30;rico;5;9,69697;0,92575
E. coli K-12;30;rico;5;9,81818;0,92632
E. coli K-12;30;rico;5;9,93939;0,91618
E. coli K-12;30;rico;5;10,06061;0,9627
E. coli K-12;30;rico;5;10,18182;0,95476
E. coli K-12;30;rico;5;10,30303;0,94525
E. coli K-12;30;rico;5;10,42424;0,96082
E. coli K-12;30;rico;5;10,54545;0,96587
E. coli K-12;30;rico;5;10,66667;0,93833
